mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT1G08340	1	9	14	9	2	1
AT1G08350	11	13	29	20	11	21
AT1G08360	127	112	258	173	117	231
AT1G08370	168	172	195	142	85	330
AT1G08380	8310	8652	19503	7016	4151	8159
AT1G08390	4	3	6	6	5	9
AT1G08400	11	9	12	4	4	10
AT1G08410	18	22	44	49	27	57
AT1G08420	146	173	209	148	74	279
AT1G08430	0	0	0	0	3	0
AT1G08440	0	0	1	0	4	0
AT1G08450	221	269	387	406	202	643
AT1G08460	77	80	110	56	33	107
AT1G08465	71	49	150	93	74	115
AT1G08470	46	38	50	15	12	39
AT1G08480	52	70	87	62	27	101
AT1G08490	48	63	90	61	28	91
AT1G08500	5	0	2	1	0	1
AT1G08510	189	182	300	209	133	365
AT1G08520	250	283	504	194	106	267
AT1G08530	29	36	58	34	17	48
AT1G08540	335	388	427	188	94	395
AT1G08550	343	420	543	242	118	419
AT1G08560	6	3	7	1	4	6
AT1G08570	71	63	128	64	44	96
AT1G08580	83	95	163	163	89	230
AT1G08590	13	5	10	0	6	13
AT1G08600	34	38	74	57	32	72
AT1G08610	7	8	12	9	6	15
AT1G08620	27	23	28	26	20	66
AT1G08630	0	1	0	5	2	6
AT1G08640	38	52	67	37	15	56
AT1G08650	136	176	382	270	137	271
AT1G08660	44	38	57	27	20	58
AT1G08670	0	6	0	0	0	0
AT1G08680	46	53	106	75	40	89
AT1G08700	124	115	189	144	95	263
AT1G08710	10	23	28	25	5	28
AT1G08720	37	41	60	64	36	109
AT1G08730	0	0	1	0	0	0
AT1G08750	30	19	87	87	66	72
AT1G08760	28	19	33	25	23	58
AT1G08770	10	15	33	38	18	34
AT1G08780	28	36	56	40	20	55
AT1G08800	54	63	101	104	56	153
AT1G08810	23	23	29	19	11	38
AT1G08820	54	80	97	118	46	184
AT1G08830	167	154	305	253	166	380
AT1G08840	11	7	13	3	4	7
AT1G08845	5	0	17	14	15	10
AT1G08860	0	0	0	0	7	1
AT1G08880	106	87	240	178	125	206
AT1G08890	38	31	85	43	31	50
AT1G08900	42	21	48	23	29	63
AT1G08910	27	31	50	58	32	88
AT1G08920	52	44	52	55	42	147
AT1G08930	156	158	230	393	237	731
AT1G08940	19	19	26	53	33	99
AT1G08960	27	32	60	42	23	53
AT1G08970	59	85	83	66	24	124
AT1G08980	143	137	232	99	63	168
AT1G08990	0	9	1	0	0	0
AT1G09000	0	6	3	6	0	8
AT1G09010	56	78	115	65	29	90
AT1G09020	107	108	209	146	89	206
AT1G09040	2	1	7	10	6	9
AT1G09050	8	8	10	4	3	10
AT1G09060	45	27	60	44	44	94
AT1G09070	385	349	386	483	341	1311
AT1G09080	33	26	44	87	66	175
AT1G09090	0	1	0	0	8	0
AT1G09100	83	54	127	86	78	161
AT1G09130	470	516	987	642	362	849
AT1G09140	54	61	91	82	44	133
AT1G09150	65	55	121	56	40	82
AT1G09155	0	0	1	0	6	0
AT1G09157	0	2	0	0	0	0
AT1G09160	12	17	25	22	10	30
AT1G09170	0	0	1	1	2	1
AT1G09176	4	0	0	1	4	8
AT1G09180	3	3	7	4	1	4
AT1G09190	1	12	19	15	4	13
AT1G09195	11	8	19	10	8	14
AT1G09200	21	14	16	7	9	30
AT1G09210	309	315	530	568	342	918
AT1G09220	0	3	4	1	1	1
AT1G09230	50	45	78	42	29	76
AT1G09240	46	60	91	78	37	110
AT1G09250	12	18	14	35	13	71
AT1G09270	89	117	142	179	79	306
AT1G09280	30	24	37	13	10	29
AT1G09290	8	6	17	7	6	9
AT1G09300	12	10	18	12	10	24
AT1G09310	2031	2707	5597	1632	801	1678
AT1G09320	15	11	20	13	11	25
AT1G09330	42	55	100	105	52	127
AT1G09340	751	807	1087	353	199	671
AT1G09350	25	14	37	7	9	14
AT1G09370	0	0	0	0	1	0
AT1G09380	0	2	0	8	7	0
AT1G09390	33	15	59	18	20	27
AT1G09400	0	2	0	1	0	0
AT1G09410	1	1	0	3	0	5
AT1G09415	28	33	74	34	19	32
AT1G09420	0	6	6	18	3	18
AT1G09430	208	190	296	321	217	626
AT1G09440	7	1	19	11	10	8
AT1G09450	0	0	2	0	0	0
AT1G09460	12	11	15	15	10	30
AT1G09470	0	0	1	0	0	2
AT1G09480	0	2	3	1	2	4
AT1G09486	0	3	4	1	0	1
AT1G09490	39	62	75	46	16	68
AT1G09500	87	84	87	55	35	144
AT1G09510	0	2	1	0	1	0
AT1G09520	47	32	66	45	40	92
AT1G09530	35	31	52	37	26	70
AT1G09540	0	0	1	0	3	1
AT1G09560	1353	1107	1576	2811	2207	6848
AT1G09570	74	66	104	68	47	132
AT1G09575	3	6	0	9	2	14
AT1G09580	13	13	18	11	7	20
AT1G09590	146	176	271	233	118	349
AT1G09600	0	5	0	0	0	0
AT1G09610	3	2	1	0	1	1
AT1G09620	75	96	142	123	58	181
AT1G09630	30	31	62	66	39	89
AT1G09640	348	393	613	593	321	936
AT1G09645	28	22	58	42	32	55
AT1G09650	5	0	1	2	0	0
AT1G09660	36	61	71	32	10	46
AT1G09665	0	5	0	0	0	0
AT1G09680	0	6	6	5	0	4
AT1G09690	202	204	288	223	136	429
AT1G09700	43	76	95	99	34	134
AT1G09710	7	8	14	9	5	12
AT1G09720	1	0	0	0	11	0
AT1G09730	31	36	47	62	32	109
AT1G09740	33	30	26	22	16	71
AT1G09750	233	260	524	70	39	85
AT1G09760	25	38	36	30	9	54
AT1G09770	221	330	404	328	127	504
AT1G09780	125	102	190	175	132	323
AT1G09790	0	0	0	2	5	0
AT1G09795	210	217	329	158	93	277
AT1G09800	0	2	9	0	0	2
AT1G09810	5	9	18	33	14	31
AT1G09815	46	54	77	85	43	138
AT1G09820	1	6	7	6	0	4
AT1G09830	106	62	188	109	101	167
AT1G09840	66	89	170	100	48	110
AT1G09850	81	68	153	84	60	121
AT1G09860	0	0	1	5	0	1
AT1G09870	33	35	62	44	25	64
AT1G09880	0	3	2	0	2	1
AT1G09890	4	0	3	0	3	4
AT1G09900	14	23	29	14	5	19
AT1G09910	26	28	28	22	13	54
AT1G09920	46	56	72	69	33	119
AT1G09930	0	0	1	0	2	1
AT1G09932	56	29	86	139	142	255
AT1G09935	0	0	0	1	0	0
AT1G09940	100	77	91	104	91	319
AT1G09950	18	10	17	7	10	24
AT1G09960	13	16	10	7	3	23
AT1G09970	1053	1233	1368	2735	1365	5643
AT1G09980	19	26	52	57	29	62
AT1G09995	4	7	9	9	4	11
AT1G10000	1	0	1	1	0	2
AT1G10010	0	20	0	0	1	1
AT1G10020	42	24	76	23	23	35
AT1G10030	3	12	13	12	0	12
AT1G10040	12	1	8	4	9	19
AT1G10050	53	29	79	64	65	121
AT1G10060	15	24	44	23	9	21
AT1G10070	11	13	18	21	11	31
AT1G10090	57	74	135	97	48	115
AT1G10095	647	339	1251	788	745	1070
AT1G10110	0	1	1	1	0	1
AT1G10120	17	25	49	27	13	27
AT1G10130	41	32	71	40	31	63
AT1G10140	109	67	119	333	348	909
AT1G10150	45	29	57	39	39	88
AT1G10155	0	2	0	4	1	5
AT1G10160	0	4	11	0	10	14
AT1G10170	64	48	98	72	59	132
AT1G10180	16	40	41	31	6	39
AT1G10190	0	1	0	0	1	0
AT1G10200	119	103	212	111	78	171
AT1G10210	10	20	26	18	6	20
AT1G10220	0	3	0	0	12	5
AT1G10230	11	16	23	22	9	30
AT1G10240	3	4	18	14	9	7
AT1G10270	29	23	59	55	41	74
AT1G10280	7	13	17	13	4	15
AT1G10290	55	72	116	228	109	306
AT1G10300	1	0	0	3	0	1
AT1G10310	54	32	62	28	32	73
AT1G10320	80	82	109	83	50	168
AT1G10330	0	5	5	1	0	3
AT1G10340	36	31	61	95	67	155
AT1G10350	23	32	33	26	10	48
AT1G10360	33	39	49	13	6	23
AT1G10370	386	307	627	319	242	546
AT1G10380	27	24	56	27	19	33
AT1G10385	0	2	0	0	0	0
AT1G10390	182	186	254	197	118	388
AT1G10400	2	2	0	2	2	1
AT1G10410	90	98	147	155	87	261
AT1G10417	1	0	4	10	8	10
AT1G10430	24	9	36	21	27	39
AT1G10450	35	36	54	46	28	80
AT1G10460	0	1	2	0	0	0
AT1G10470	115	104	167	87	60	166
AT1G10480	0	5	1	9	3	9
AT1G10490	28	44	53	36	13	53
AT1G10500	160	109	263	121	104	205
AT1G10510	30	58	54	28	6	43
AT1G10520	0	2	0	4	1	6
AT1G10522	10	42	59	34	5	26
AT1G10530	0	9	10	21	4	17
AT1G10540	0	0	1	0	1	0
AT1G10550	4	2	1	0	2	0
AT1G10560	2	3	1	8	5	11
AT1G10570	33	26	25	8	8	33
AT1G10580	91	116	163	245	116	381
AT1G10585	216	309	557	1148	521	1291
AT1G10586	6	2	9	9	10	15
AT1G10588	0	0	0	2	1	1
AT1G10590	114	93	160	129	98	257
AT1G10600	49	27	50	14	18	44
AT1G10610	8	16	27	23	9	21
AT1G10620	1	6	1	4	0	5
AT1G10630	69	57	94	69	52	141
AT1G10640	0	1	2	0	0	0
AT1G10650	23	27	33	29	15	54
AT1G10657	15	14	14	7	4	19
AT1G10660	29	22	41	26	23	53
AT1G10670	98	114	182	120	64	180
AT1G10680	0	0	1	0	2	0
AT1G10682	11	17	29	28	12	31
AT1G10690	12	5	29	23	21	22
AT1G10700	77	50	110	127	115	250
AT1G10710	0	3	3	0	1	3
AT1G10717	0	1	0	0	0	0
AT1G10720	33	53	67	56	20	79
AT1G10730	6	16	13	14	0	19
AT1G10740	44	56	105	65	33	77
AT1G10747	0	0	0	1	0	0
AT1G10750	0	0	1	2	0	1
AT1G10760	922	1057	1879	781	422	1069
AT1G10770	5	3	5	2	4	6
AT1G10780	0	0	2	4	0	1
AT1G10790	0	0	4	0	3	1
AT1G10810	0	0	0	1	0	3
AT1G10820	74	70	175	95	61	108
AT1G10830	158	122	232	117	93	223
AT1G10840	152	136	269	214	145	334
AT1G10850	4	2	6	1	3	5
AT1G10865	30	32	38	40	23	81
AT1G10870	14	6	26	29	29	40
AT1G10880	0	2	1	1	1	0
AT1G10890	191	261	287	254	105	457
AT1G10900	71	81	114	138	74	236
AT1G10910	54	59	129	60	35	69
AT1G10920	12	19	27	17	6	21
AT1G10930	8	16	29	32	13	30
AT1G10940	200	166	305	170	126	311
AT1G10950	170	148	294	234	163	374
AT1G10960	820	589	1094	411	358	888
AT1G10970	3	11	18	11	1	8
AT1G10990	2	3	8	9	4	7
AT1G11000	3	5	1	7	3	0
AT1G11020	17	12	28	15	14	26
AT1G11040	0	0	0	0	3	0
AT1G11050	19	19	34	42	25	63
AT1G11060	10	6	16	18	16	30
AT1G11070	5	5	5	0	0	1
AT1G11080	0	26	0	0	18	0
AT1G11090	17	12	24	12	12	25
AT1G11100	2	0	3	2	1	5
AT1G11112	0	5	0	0	2	0
AT1G11120	0	1	1	6	4	6
AT1G11130	36	13	73	15	18	17
AT1G11150	17	12	35	14	13	20
AT1G11160	0	1	0	0	4	2
AT1G11170	18	17	20	19	12	42
AT1G11175	10	11	12	7	4	15
AT1G11180	43	22	71	25	28	42
AT1G11185	0	3	0	4	0	6
AT1G11190	6	5	11	7	6	9
AT1G11200	25	19	35	31	25	61
AT1G11210	75	67	83	31	23	79
AT1G11220	0	1	1	5	3	1
AT1G11230	1	14	0	6	5	0
AT1G11240	81	70	104	66	48	141
AT1G11260	462	386	433	745	594	2219
AT1G11270	0	0	3	5	0	1
AT1G11280	11	6	18	12	13	20
AT1G11290	3	0	12	7	7	3
AT1G11300	1	9	14	9	0	3
AT1G11310	330	244	582	618	487	967
AT1G11320	0	9	11	15	4	14
AT1G11330	51	29	55	26	30	72
AT1G11340	3	5	6	4	0	3
AT1G11350	22	29	44	19	9	26
AT1G11360	64	86	73	80	31	174
AT1G11362	2	0	0	2	1	1
AT1G11380	24	14	23	9	12	29
AT1G11390	27	28	44	36	21	61
AT1G11400	34	29	36	25	18	63
AT1G11410	22	24	22	10	5	26
AT1G11420	0	8	2	0	5	1
AT1G11430	233	279	502	249	130	323
AT1G11440	48	53	72	43	24	77
AT1G11450	0	3	1	4	1	4
AT1G11460	0	9	1	0	11	0
AT1G11470	0	0	0	0	2	0
AT1G11475	22	24	54	49	28	54
AT1G11480	68	67	150	138	86	171
AT1G11482	0	11	0	0	3	0
AT1G11490	0	0	0	0	5	0
AT1G11510	0	2	0	6	2	1
AT1G11520	0	5	0	0	0	1
AT1G11530	89	71	149	57	43	91
AT1G11540	0	3	0	7	1	11
AT1G11545	14	18	14	4	0	10
AT1G11560	0	1	0	0	1	0
AT1G11570	3	2	4	1	2	1
AT1G11572	0	0	0	0	4	0
AT1G11580	85	73	153	166	116	252
AT1G11590	0	0	0	2	4	0
AT1G11592	25	17	43	16	14	24
AT1G11608	0	0	0	0	1	0
AT1G11610	0	3	0	1	0	0
AT1G11630	17	25	22	24	9	47
AT1G11650	531	585	937	714	397	1124
AT1G11655	0	10	0	0	8	0
AT1G11660	38	32	66	53	38	84
AT1G11670	1	17	18	65	13	66
AT1G11680	158	114	198	125	110	287
AT1G11684	0	0	0	0	1	0
AT1G11690	2	2	1	3	2	0
AT1G11700	11	10	21	11	7	11
AT1G11710	0	0	1	0	3	3
AT1G11720	55	59	101	32	18	46
AT1G11730	0	0	1	0	0	1
AT1G11735	0	5	0	0	0	0
AT1G11740	2	0	1	1	1	0
AT1G11750	257	214	459	194	140	300
AT1G11755	9	5	20	13	13	15
AT1G11760	17	19	21	14	7	31
AT1G11765	0	0	1	0	0	0
AT1G11770	0	3	0	1	3	0
AT1G11780	2	14	22	21	4	13
AT1G11785	4	1	5	0	4	1
AT1G11790	34	42	97	75	41	73
AT1G11800	21	23	33	29	17	49
AT1G11820	26	43	68	49	20	56
AT1G11840	235	286	490	216	110	290
AT1G11850	11	11	17	6	4	10
AT1G11860	826	874	1313	448	259	780
AT1G11870	36	43	70	46	24	65
AT1G11880	15	19	20	14	6	27
AT1G11890	90	60	142	89	78	158
AT1G11900	4	6	5	4	2	7
AT1G11905	25	18	21	9	11	34
AT1G11910	626	623	925	547	337	1023
AT1G11915	0	5	5	6	0	5
AT1G11925	0	7	1	17	2	23
AT1G11930	63	88	114	92	39	141
AT1G11940	11	13	14	8	5	17
AT1G11950	0	4	9	11	5	9
AT1G11960	52	43	86	82	61	138
AT1G11990	0	0	0	0	0	1
AT1G12000	79	104	184	289	140	353
AT1G12010	5	1	0	1	3	6
AT1G12013	0	2	0	1	0	1
AT1G12020	16	27	62	33	15	25
AT1G12030	0	1	0	0	2	1
AT1G12040	0	9	8	26	4	25
AT1G12050	98	119	137	68	32	132
AT1G12060	16	16	24	9	6	16
AT1G12070	0	4	0	0	0	0
AT1G12080	13	20	16	11	4	22
AT1G12090	2397	1685	5388	807	624	929
AT1G12100	0	0	1	0	0	0
AT1G12110	105	95	148	166	114	327
AT1G12120	68	59	141	77	53	99
AT1G12130	0	0	0	0	2	0
AT1G12140	88	98	105	115	61	253
AT1G12150	0	0	2	0	0	1
AT1G12160	0	0	3	0	0	2
AT1G12170	0	1	0	0	0	0
AT1G12200	20	20	30	29	19	53
AT1G12210	1	2	8	11	7	8
AT1G12220	19	18	28	27	18	50
AT1G12230	74	88	205	99	54	98
AT1G12240	162	193	274	178	90	292
AT1G12244	8	12	13	6	0	8
AT1G12250	77	94	153	70	35	97
AT1G12260	1	0	2	0	1	2
AT1G12270	59	81	112	93	41	138
AT1G12280	5	6	12	6	1	5
AT1G12290	3	7	10	16	6	16
AT1G12300	0	2	0	0	3	3
AT1G12310	25	42	42	58	18	96
AT1G12320	23	23	35	26	16	44
AT1G12330	21	56	73	39	9	38
AT1G12340	0	0	0	0	1	0
AT1G12350	25	30	47	52	27	75
AT1G12360	84	75	128	133	92	242
AT1G12370	6	7	3	1	1	11
AT1G12380	1	16	18	15	0	10
AT1G12390	23	21	19	11	8	36
AT1G12400	17	18	33	23	14	32
AT1G12410	234	256	371	216	120	376
AT1G12420	24	26	34	28	16	51
AT1G12430	36	45	67	47	24	69
AT1G12440	105	119	196	130	71	194
AT1G12450	17	11	25	10	10	19
AT1G12460	4	4	14	13	9	12
AT1G12470	73	57	111	66	52	121
AT1G12480	5	10	23	18	8	16
AT1G12490	0	0	0	0	3	0
AT1G12500	102	92	136	125	87	258
AT1G12520	98	95	180	111	71	167
AT1G12530	51	75	55	49	15	108
AT1G12550	25	10	22	3	8	16
AT1G12570	0	5	1	5	2	0
AT1G12580	29	28	47	48	31	82
AT1G12600	1	2	1	4	3	7
AT1G12610	5	1	0	1	3	1
AT1G12620	10	8	12	6	8	18
AT1G12630	0	0	0	0	7	0
AT1G12640	30	20	61	74	60	97
AT1G12650	15	10	26	21	18	32
AT1G12665	0	2	1	0	20	0
AT1G12667	0	0	0	1	1	0
AT1G12670	0	0	0	0	1	1
AT1G12672	0	0	0	0	4	0
AT1G12680	49	37	62	42	35	93
AT1G12700	4	3	3	0	0	3
AT1G12710	23	19	38	17	13	28
AT1G12730	22	23	40	12	7	18
AT1G12750	25	36	43	24	8	38
AT1G12760	113	87	134	107	90	258
AT1G12770	37	31	55	24	18	46
AT1G12775	3	0	2	6	0	2
AT1G12780	152	119	175	77	65	191
AT1G12790	16	19	16	10	4	24
AT1G12800	155	174	239	136	74	242
AT1G12810	62	65	113	96	57	145
AT1G12820	35	48	102	77	38	75
AT1G12830	44	73	66	59	17	104
AT1G12840	126	140	191	155	83	278
AT1G12845	26	28	53	9	6	12
AT1G12850	54	52	97	60	38	91
AT1G12860	31	25	60	15	12	20
AT1G12880	11	27	31	28	6	31
AT1G12890	1	0	1	0	0	0
AT1G12900	1914	1865	3414	1117	701	1734
AT1G12910	66	71	98	69	39	128
AT1G12920	161	193	313	294	152	423
AT1G12930	27	26	50	29	19	42
AT1G12938	0	3	0	0	0	0
AT1G12940	0	6	4	61	14	82
AT1G12950	0	1	1	0	0	0
AT1G12970	37	47	58	52	25	91
AT1G12990	26	37	71	62	29	64
AT1G13000	44	39	73	61	42	100
AT1G13020	94	91	128	128	82	259
AT1G13030	1	6	19	23	11	13
AT1G13040	5	5	5	4	3	7
AT1G13050	10	8	17	8	7	12
AT1G13060	177	127	221	150	133	347
AT1G13080	24	21	38	37	26	63
AT1G13090	93	73	169	78	59	117
AT1G13100	7	12	24	26	12	24
AT1G13110	87	103	178	382	201	521
AT1G13120	30	32	36	35	20	76
AT1G13130	0	1	0	0	3	0
AT1G13140	0	0	3	0	1	0
AT1G13145	3	2	6	4	4	4
AT1G13150	0	0	1	0	0	3
AT1G13160	27	36	49	43	20	66
AT1G13170	27	20	31	15	13	37
AT1G13180	17	18	21	16	9	33
AT1G13190	193	272	261	246	93	480
AT1G13195	34	37	70	46	27	62
AT1G13200	0	4	0	0	1	0
AT1G13210	157	156	315	345	212	473
AT1G13220	5	4	7	1	3	6
AT1G13245	53	42	56	26	22	69
AT1G13250	21	20	36	12	8	19
AT1G13260	163	120	171	214	192	586
AT1G13270	73	73	100	30	19	61
AT1G13280	57	44	88	23	19	42
AT1G13290	0	5	0	4	0	1
AT1G13300	3	2	1	0	1	0
AT1G13310	1	0	5	5	6	0
AT1G13320	123	136	238	187	104	267
AT1G13330	3	0	3	4	0	1
AT1G13340	34	18	49	75	75	148
AT1G13350	112	150	172	154	66	273
AT1G13360	108	133	140	134	62	272
AT1G13370	0	4	1	0	5	1
AT1G13380	41	38	37	12	9	39
AT1G13390	62	43	133	142	110	174
AT1G13400	0	2	0	0	0	0
AT1G13410	0	7	6	5	0	4
AT1G13420	0	0	1	0	2	0
AT1G13430	0	0	2	1	0	0
AT1G13440	851	801	1594	790	510	1162
AT1G13448	2	3	4	1	0	1
AT1G13450	51	72	111	87	39	114
AT1G13460	21	13	34	25	23	41
AT1G13470	270	295	525	546	308	780
AT1G13480	11	10	12	44	31	89
AT1G13490	0	3	0	0	0	0
AT1G13500	0	4	0	0	3	0
AT1G13510	0	0	0	0	4	0
AT1G13520	4	4	1	15	9	30
AT1G13530	2	0	0	0	2	1
AT1G13540	0	0	0	8	5	13
AT1G13550	5	1	3	9	12	28
AT1G13560	107	83	168	95	75	169
AT1G13570	12	25	27	19	4	24
AT1G13580	0	5	6	15	6	17
AT1G13590	0	5	0	0	2	1
AT1G13600	0	0	1	4	2	1
AT1G13605	0	0	0	0	4	0
AT1G13609	0	0	1	0	0	0
AT1G13610	0	3	0	1	4	0
AT1G13630	0	1	1	4	2	4
AT1G13635	0	0	0	2	0	0
AT1G13640	42	28	74	39	34	61
AT1G13650	15	12	17	1	2	5
AT1G13660	0	1	0	0	0	0
AT1G13670	0	0	0	5	0	0
AT1G13690	28	24	39	26	20	50
AT1G13700	69	25	52	40	88	210
AT1G13710	0	9	0	8	1	9
AT1G13730	32	33	48	17	10	31
AT1G13740	25	12	25	6	11	22
AT1G13750	47	35	69	46	38	87
AT1G13770	11	1	20	18	21	25
AT1G13780	5	7	9	7	4	11
AT1G13790	0	5	8	9	4	7
AT1G13800	0	2	0	4	2	1
AT1G13810	8	3	18	9	11	9
AT1G13820	49	32	73	28	26	53
AT1G13830	1	2	2	5	2	7
AT1G13860	26	21	43	22	17	37
AT1G13870	27	30	51	27	15	38
AT1G13880	20	20	53	39	25	38
AT1G13900	37	39	57	49	28	86
AT1G13910	9	10	15	11	6	16
AT1G13920	31	19	55	13	14	21
AT1G13930	4434	5102	6021	2338	1202	4662
AT1G13940	5	16	27	30	10	25
AT1G13950	13	7	20	18	17	30
AT1G13960	55	45	73	55	42	114
AT1G13970	0	1	3	4	2	1
AT1G13980	30	25	53	32	24	50
AT1G13990	229	258	365	335	180	579
AT1G14000	93	88	193	195	125	257
AT1G14010	160	105	290	340	287	513
AT1G14020	6	19	20	32	8	38
AT1G14030	58	35	82	14	16	30
AT1G14040	5	7	13	13	6	13
AT1G14048	0	2	0	0	0	0
AT1G14060	31	29	64	69	45	90
AT1G14070	9	5	14	13	13	23
AT1G14071	0	0	0	0	0	1
AT1G14090	0	0	0	6	4	8
AT1G14100	0	0	1	0	0	1
AT1G14120	8	2	12	2	5	0
AT1G14130	11	12	23	47	27	64
AT1G14140	17	16	36	20	14	26
AT1G14150	358	515	657	181	73	276
AT1G14170	19	20	47	75	45	85
AT1G14180	4	1	7	3	3	3
AT1G14185	0	0	0	0	0	1
AT1G14200	42	63	98	102	43	126
AT1G14205	17	7	25	6	8	11
AT1G14210	16	18	26	21	11	34
AT1G14220	0	6	0	0	0	0
AT1G14230	24	14	37	27	26	48
AT1G14240	0	0	5	0	0	3
AT1G14250	162	169	221	105	61	212
AT1G14260	0	3	1	8	2	1
AT1G14270	42	46	88	34	20	44
AT1G14280	14	16	44	12	7	7
AT1G14290	35	31	73	22	15	27
AT1G14300	8	7	11	12	8	21
AT1G14310	23	23	48	30	19	39
AT1G14315	0	3	0	0	0	0
AT1G14320	283	365	531	537	253	801
AT1G14330	42	29	37	34	35	110
AT1G14340	37	32	51	25	18	49
AT1G14345	700	618	1034	272	191	514
AT1G14350	12	12	28	14	9	13
AT1G14360	53	46	127	131	89	145
AT1G14370	62	50	77	83	64	184
AT1G14380	33	49	51	30	10	51
AT1G14390	0	0	1	0	5	0
AT1G14400	234	199	362	271	195	487
AT1G14410	26	20	45	19	16	30
AT1G14420	0	4	0	3	0	1
AT1G14430	0	0	1	3	0	1
AT1G14440	1	8	20	23	9	14
AT1G14450	270	296	537	467	264	653
AT1G14455	0	11	0	0	0	4
AT1G14460	20	23	34	23	13	34
AT1G14470	5	6	5	0	0	3
AT1G14480	0	3	12	18	9	10
AT1G14490	0	2	1	1	0	0
AT1G14510	32	39	81	73	39	81
AT1G14520	9	10	16	3	2	4
AT1G14530	6	15	28	20	7	14
AT1G14540	7	6	6	47	35	108
AT1G14550	0	0	0	0	0	3
AT1G14560	15	10	24	15	14	26
AT1G14570	62	74	96	71	35	124
AT1G14580	38	34	85	30	21	35
AT1G14590	8	10	31	27	16	22
AT1G14600	7	10	17	15	8	17
AT1G14610	69	81	144	130	69	174
AT1G14620	4	6	17	19	10	15
AT1G14630	0	1	1	5	4	1
AT1G14640	0	7	8	16	5	21
AT1G14650	97	107	156	99	55	168
AT1G14660	6	7	12	7	1	9
AT1G14670	188	166	341	295	202	449
AT1G14680	0	3	1	5	0	6
AT1G14685	67	64	148	100	64	122
AT1G14686	0	1	0	0	0	0
AT1G14687	13	7	22	7	8	10
AT1G14690	66	70	95	50	29	93
AT1G14700	22	22	46	10	7	12
AT1G14710	237	248	351	234	137	437
AT1G14720	101	100	174	91	56	144
AT1G14730	1	3	9	9	6	9
AT1G14740	174	215	222	260	120	538
AT1G14750	6	5	0	0	4	0
AT1G14755	0	0	0	0	10	0
AT1G14760	0	1	1	4	3	4
AT1G14770	8	3	9	3	5	8
AT1G14780	42	25	55	46	47	102
AT1G14790	35	25	47	9	9	19
AT1G14810	66	92	142	102	46	136
AT1G14820	26	20	64	58	42	61
AT1G14830	71	73	132	140	84	208
AT1G14840	49	24	57	13	19	38
AT1G14850	19	12	28	19	18	35
AT1G14860	7	5	10	7	6	12
AT1G14870	35	30	40	166	122	388
AT1G14880	258	378	640	499	218	583
AT1G14890	164	118	197	172	153	414
AT1G14900	18	7	20	11	15	30
AT1G14910	59	54	105	83	55	129
AT1G14920	39	41	128	76	46	59
AT1G14930	0	0	0	3	4	0
AT1G14950	0	0	0	0	6	1
AT1G14960	2	1	0	0	1	1
AT1G14970	6	0	6	0	0	8
AT1G14980	102	100	178	161	101	254
AT1G14990	44	39	111	90	60	95
AT1G15000	14	27	38	20	6	22
AT1G15010	335	213	345	204	219	604
AT1G15015	0	6	0	2	2	0
AT1G15020	30	36	32	19	8	47
AT1G15030	67	67	106	89	54	154
AT1G15040	0	0	1	0	0	4
AT1G15060	36	33	53	30	20	57
AT1G15080	4	3	6	0	2	3
AT1G15100	62	95	181	112	50	113
AT1G15110	17	29	41	47	19	58
AT1G15120	95	74	191	143	106	190
AT1G15125	95	135	197	474	205	651
AT1G15130	178	233	331	415	193	627
AT1G15140	384	340	753	456	309	636
AT1G15150	0	0	4	0	1	1
AT1G15160	3	1	1	1	0	4
AT1G15165	0	4	4	1	0	2
AT1G15170	9	11	27	18	10	17
AT1G15175	4	8	6	4	0	6
AT1G15180	42	51	54	19	8	38
AT1G15190	12	6	8	8	13	35
AT1G15200	269	290	332	223	124	486
AT1G15210	0	0	0	0	10	0
AT1G15215	19	11	30	10	11	18
AT1G15220	1	7	9	9	1	6
AT1G15230	71	68	63	25	16	74
AT1G15240	36	30	65	60	43	92
AT1G15250	11	13	26	13	7	14
AT1G15260	79	80	157	24	15	33
AT1G15270	352	355	629	429	261	663
AT1G15280	173	161	224	133	89	284
AT1G15290	112	131	166	80	41	147
AT1G15300	3	6	9	15	6	16
AT1G15310	0	7	10	18	5	13
AT1G15330	0	2	0	0	0	1
AT1G15340	822	1000	1011	565	263	1212
AT1G15350	33	24	48	51	43	97
AT1G15360	0	4	0	0	1	0
AT1G15370	78	114	156	164	68	231
AT1G15380	2	3	1	5	3	1
AT1G15385	0	2	0	7	3	1
AT1G15390	16	13	18	6	5	15
AT1G15400	24	27	50	41	23	53
AT1G15405	3	9	8	7	0	8
AT1G15410	10	13	9	5	2	14
AT1G15415	16	18	27	31	17	50
AT1G15420	46	51	74	52	28	88
AT1G15430	23	14	37	43	38	74
AT1G15440	30	22	47	41	33	71
AT1G15460	0	3	0	1	2	6
AT1G15470	15	14	28	21	13	28
AT1G15480	7	13	17	18	7	24
AT1G15490	13	12	24	8	6	12
AT1G15500	164	131	242	93	72	177
AT1G15510	13	11	19	6	5	13
AT1G15520	7	9	24	127	68	124
AT1G15530	86	92	116	150	84	302
AT1G15550	17	11	28	4	5	6
AT1G15570	0	1	3	7	1	8
AT1G15580	0	0	1	0	0	0
AT1G15590	5	8	12	12	6	13
AT1G15600	0	15	0	0	2	0
AT1G15660	10	10	23	16	11	19
